Log File;Protocol;Benchmark;Cache Size;Associativity;Block Size;Max Exec;Exec 0;Exec 1;Exec 2;Exec 3;Comp 0;Comp 1;Comp 2;Comp 3;LD 0;ST 0;LD 1;ST 1;LD 2;ST 2;LD 3;ST 3;Idle 0;Idle 1;Idle 2;Idle 3;Miss% 0;Miss% 1;Miss% 2;Miss% 3;Traffic;Invalidations;Updates;Write-backs;Priv% T;Priv% 0;Priv% 1;Priv% 2;Priv% 3;Priv T;Priv 0;Priv 1;Priv 2;Priv 3;Real (s);User (s);Sys (s);CPU (%);Ctx-sw (vol);Ctx-sw (invol);PFault (maj);PFault (min);Swaps
Dragon-fluidanimate-4096-1-16.time;Dragon;fluidanimate;4096;1;16;41508900;39537127;43231161;39420754;43231161;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;30171118;28246328;31893490;28119239;11.15%;11.20%;11.83%;11.07%;29197680;0;8656;690703;84.72%;84.56%;83.78%;86.21%;84.21%;8471675;2178693;2017325;2245078;2030579;1133.06;1128.31;4.69;99;502;7;0;303069;0
Dragon-fluidanimate-4096-128-16.time;Dragon;fluidanimate;4096;128;16;32592764;31446117;33915310;31200376;33915310;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;21254982;20155318;22577639;19898861;7.49%;7.67%;7.93%;7.52%;21289184;0;8952;562961;85.26%;84.99%;83.61%;85.21%;87.24%;8525754;2189674;2013181;2219053;2103846;1691.27;1688.79;2.25;99;2955;7;0;341520;0
Dragon-fluidanimate-4096-16-16.time;Dragon;fluidanimate;4096;16;16;32654133;31460383;34009126;31179884;34009126;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;21316351;20169584;22671455;19878369;7.51%;7.66%;7.96%;7.52%;21318460;0;9423;563488;85.37%;85.09%;83.79%;85.43%;87.17%;8536739;2192375;2017539;2224756;2102069;935.00;930.74;4.17;99;552;7;0;303056;0
Dragon-fluidanimate-4096-2-1024.time;Dragon;fluidanimate;4096;2;1024;251802280;250170249;249789957;244027456;251802280;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;240464498;238879450;238452286;232725941;21.97%;20.59%;21.69%;20.06%;1735762640;0;21836;388771;84.29%;85.07%;83.46%;85.12%;83.38%;8428796;2191791;2009529;2216768;2010708;1056.72;1050.35;4.45;99;776;10;0;303043;0
Dragon-fluidanimate-4096-2-128.time;Dragon;fluidanimate;4096;2;128;27727536;23693878;28544932;23703649;28544932;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;16389754;12403079;17207261;12402134;5.66%;4.38%;5.93%;4.36%;90783996;0;4255;197991;83.06%;83.74%;82.58%;83.98%;81.84%;8306500;2157507;1988491;2187076;1973426;156.15;154.79;1.35;99;101;8;0;303045;0
Dragon-fluidanimate-4096-2-16.time;Dragon;fluidanimate;4096;2;16;35179786;33020852;36727240;32877941;36727240;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;23842004;21730053;25389569;21576426;8.59%;8.39%;9.12%;8.28%;23167796;0;9193;585296;85.54%;84.96%;83.89%;85.42%;87.94%;8553932;2188927;2019837;2224425;2120743;926.05;924.06;1.71;99;1574;10;0;307980;0
Dragon-fluidanimate-4096-2-2048.time;Dragon;fluidanimate;4096;2;2048;625695066;649525224;643214366;649944644;649944644;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;614357284;638234425;631876695;638643129;29.60%;28.04%;29.44%;27.92%;1754806276;0;20991;459848;85.36%;87.17%;84.13%;86.10%;83.85%;8535997;2246055;2025790;2242136;2022016;2722.41;2719.24;1.80;99;4567;16;0;362240;0
Dragon-fluidanimate-4096-2-256.time;Dragon;fluidanimate;4096;2;256;35443024;27702973;36236731;26830701;36236731;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;24105242;16412174;24899060;15529186;7.83%;5.45%;8.02%;5.12%;224682268;0;5319;212559;83.33%;83.75%;82.35%;84.46%;82.64%;8333142;2157791;1982828;2199626;1992897;142.27;140.96;1.19;99;136;9;0;303044;0
Dragon-fluidanimate-4096-2-32.time;Dragon;fluidanimate;4096;2;32;28140494;26175703;29119928;26081137;29119928;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;16802712;14884904;17782257;14779622;5.85%;5.51%;6.15%;5.46%;29578544;0;7908;348046;85.45%;84.33%;83.86%;85.65%;88.01%;8544811;2172830;2019164;2230519;2122298;383.53;381.36;2.15;99;163;7;0;303055;0
Dragon-fluidanimate-4096-2-4.time;Dragon;fluidanimate;4096;2;4;61652434;58551269;64253575;58375045;64253575;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;50314652;47260470;52915904;47073530;18.88%;19.02%;19.69%;18.93%;12846876;0;7078;1291031;85.45%;84.65%;83.72%;85.12%;88.36%;8544512;2181037;2015966;2216765;2130744;4537.66;4534.64;2.34;99;4915;8;0;343718;0
Dragon-fluidanimate-4096-2-512.time;Dragon;fluidanimate;4096;2;512;82598835;74703007;82744337;73519465;82744337;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;71261053;63412208;71406666;62217950;14.55%;12.55%;14.57%;12.25%;833431964;0;8167;275802;84.21%;84.77%;83.47%;85.27%;83.19%;8420525;2184032;2009812;2220560;2006121;293.36;291.81;1.25;99;491;10;0;328589;0
Dragon-fluidanimate-4096-2-64.time;Dragon;fluidanimate;4096;2;64;26099710;23262833;27029848;23190399;27029848;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;14761928;11972034;15692177;11888884;5.18%;4.37%;5.52%;4.28%;46027344;0;5828;233315;84.05%;84.40%;82.60%;84.71%;84.40%;8404869;2174614;1988818;2206059;2035378;212.07;210.55;1.48;99;154;8;0;303050;0
Dragon-fluidanimate-4096-2-8.time;Dragon;fluidanimate;4096;2;8;51357247;48400763;53837014;48036363;53837014;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;40019465;37109964;42499343;36734848;14.86%;14.82%;15.71%;14.63%;20812040;0;7064;1096313;85.88%;85.57%;84.35%;85.96%;87.66%;8588082;2204611;2031083;2238618;2113770;2679.48;2669.63;9.72;99;1229;8;0;303087;0
Dragon-fluidanimate-4096-256-16.time;Dragon;fluidanimate;4096;256;16;32577246;31495481;33905542;31195729;33905542;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;21239464;20204682;22567871;19894214;7.49%;7.67%;7.93%;7.53%;21295216;0;9916;562833;85.27%;84.80%;83.75%;85.14%;87.42%;8526839;2184823;2016668;2217199;2108149;2781.61;2778.52;2.81;99;3358;8;0;340758;0
Dragon-fluidanimate-4096-32-16.time;Dragon;fluidanimate;4096;32;16;32626469;31456769;33960136;31179759;33960136;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;21288687;20165970;22622465;19878244;7.50%;7.66%;7.94%;7.52%;21301508;0;8841;563454;84.70%;85.08%;83.74%;85.15%;84.77%;8469720;2191966;2016279;2217390;2044085;1068.76;1067.14;1.54;99;1593;9;0;343813;0
Dragon-fluidanimate-4096-4-16.time;Dragon;fluidanimate;4096;4;16;33388765;31688257;34767725;31438148;34767725;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;22050983;20397458;23430054;20136633;7.80%;7.74%;8.26%;7.60%;21673480;0;8658;566561;86.01%;84.84%;83.84%;85.15%;90.34%;8600914;2185971;2018846;2217467;2178630;887.62;882.98;3.93;99;500;7;0;303060;0
Dragon-fluidanimate-4096-64-16.time;Dragon;fluidanimate;4096;64;16;32609471;31446829;33941485;31170230;33941485;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;21271689;20156030;22603814;19868715;7.49%;7.66%;7.94%;7.52%;21293184;0;8864;563320;85.29%;85.07%;83.66%;85.12%;87.31%;8528549;2191856;2014481;2216730;2105482;1259.70;1256.43;3.17;99;865;8;0;331857;0
Dragon-fluidanimate-4096-8-16.time;Dragon;fluidanimate;4096;8;16;32811086;31511931;34163173;31251373;34163173;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;21473304;20221132;22825502;19949858;7.57%;7.68%;8.02%;7.54%;21399132;0;9235;564443;84.93%;84.84%;83.76%;85.18%;85.95%;8493317;2185837;2016743;2218170;2072567;884.59;880.65;3.87;99;637;10;0;303060;0
Dragon-fluidanimate-512-2-16.time;Dragon;fluidanimate;512;2;16;60019591;53103669;61604292;52691317;61604292;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;48681809;41812870;50266621;41389802;19.77%;18.04%;20.11%;17.83%;43677244;0;479;832376;87.15%;87.33%;86.61%;88.43%;86.12%;8715230;2250159;2085407;2302911;2076753;277.05;275.86;1.17;99;334;7;0;336718;0
Dragon-fluidanimate-65536-2-16.time;Dragon;fluidanimate;65536;2;16;25961820;25038789;25957529;24998515;25961820;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;14624038;13747990;14619858;13697000;4.99%;4.93%;4.86%;5.03%;13759012;0;101197;339409;82.75%;81.04%;85.72%;82.87%;81.49%;8275434;2088026;2064023;2158212;1965173;8881.02;8877.02;3.46;99;3862;9;0;362893;0
Dragon-fluidanimate-8192-2-16.time;Dragon;fluidanimate;8192;2;16;31931205;30414070;32932242;30236447;32932242;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;20593423;19123271;21594571;18934932;7.32%;7.35%;7.62%;7.28%;20281216;0;22148;522523;84.86%;83.76%;82.53%;84.60%;88.64%;8485781;2157960;1987276;2203020;2137525;1737.27;1734.88;1.84;99;2557;8;0;343032;0
MESI-blackscholes-1024-2-16.time;MESI;blackscholes;1024;2;16;35680010;35517793;36599059;35729515;36599059;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;25249696;25134517;26168721;25334611;9.08%;9.06%;9.39%;9.09%;20384352;232;0;358521;83.22%;83.23%;82.99%;83.42%;83.23%;8321858;2078472;2066930;2093001;2083455;273.06;271.84;1.19;99;354;9;0;339674;0
MESI-blackscholes-128-2-16.time;MESI;blackscholes;128;2;16;159705136;159328007;160332974;160063864;160332974;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;149274822;148944731;149902636;149668960;58.64%;58.67%;58.61%;58.66%;134483104;29;0;2540536;94.97%;95.62%;94.53%;94.83%;94.90%;9496733;2387844;2354207;2379302;2375380;364.81;363.04;1.75;99;160;9;0;302836;0
MESI-blackscholes-16384-2-16.time;MESI;blackscholes;16384;2;16;15193671;15119463;15883414;15187964;15883414;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;4763357;4736187;5453076;4793060;0.90%;0.89%;1.16%;0.91%;1722016;880;0;11078;82.61%;80.42%;81.50%;81.13%;87.37%;8260618;2008377;2029679;2035537;2187025;971.57;967.55;3.92;99;866;11;0;302799;0
MESI-blackscholes-2048-2-16.time;MESI;blackscholes;2048;2;16;23068544;22897584;23916961;23061490;23916961;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;12638230;12514308;13486623;12666586;4.05%;4.01%;4.36%;4.05%;8860176;343;0;142261;81.89%;81.76%;81.99%;82.07%;81.75%;8189267;2041933;2041988;2059156;2046190;274.94;273.76;1.07;99;321;8;0;337570;0
MESI-blackscholes-256-2-16.time;MESI;blackscholes;256;2;16;124386988;124122748;125116114;124704918;125116114;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;113956674;113739472;114685776;114310014;44.45%;44.47%;44.52%;44.48%;106550896;77;0;2211544;93.32%;92.85%;94.29%;92.99%;93.17%;9332298;2318708;2348193;2333248;2332149;394.20;392.25;1.91;99;288;12;0;302882;0
MESI-blackscholes-32768-2-16.time;MESI;blackscholes;32768;2;16;14650001;14557553;15229136;14622241;15229136;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;4219687;4174277;4798798;4227337;0.68%;0.67%;0.90%;0.68%;1332352;964;0;10061;82.84%;80.42%;81.16%;82.01%;87.76%;8283979;2008341;2021312;2057690;2196636;1263.60;1261.91;1.49;99;2146;12;0;343490;0
MESI-blackscholes-4096-1-16.time;MESI;blackscholes;4096;1;16;22899357;22728907;23742220;22866960;23742220;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;12469043;12345631;13311882;12472056;3.96%;3.93%;4.27%;3.95%;7020464;458;0;35811;82.53%;82.23%;83.23%;82.38%;82.28%;8253145;2053667;2072884;2066951;2059643;579.77;576.59;2.25;99;252;10;0;302866;0
MESI-blackscholes-4096-128-16.time;MESI;blackscholes;4096;128;16;13817711;13665889;14598990;13749027;14598990;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;3387397;3282613;4168652;3354123;0.35%;0.31%;0.65%;0.34%;864944;440;0;12682;83.96%;80.16%;92.58%;81.23%;81.91%;8396115;2001925;2305685;2038211;2050294;1183.87;1182.39;1.36;99;1743;9;0;342722;0
MESI-blackscholes-4096-16-16.time;MESI;blackscholes;4096;16;16;13826279;13669769;14607720;13755928;14607720;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;3395965;3286493;4177382;3361024;0.36%;0.32%;0.66%;0.34%;870432;421;0;12728;83.47%;80.42%;90.36%;81.23%;81.91%;8347253;2008277;2250370;2038201;2050405;320.71;319.15;1.51;99;204;7;0;311038;0
MESI-blackscholes-4096-2-1024.time;MESI;blackscholes;4096;2;1024;52538744;52345486;52740035;52606849;52740035;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;42108430;41962210;42309697;42211945;15.56%;15.55%;15.55%;15.56%;1931420672;209;0;330788;92.81%;92.85%;92.77%;92.97%;92.67%;9281433;2318811;2310482;2332556;2319584;150.28;148.95;1.31;99;79;9;0;302323;0
MESI-blackscholes-4096-2-128.time;MESI;blackscholes;4096;2;128;20493179;20393445;20825514;20501698;20825514;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;10062865;10010169;10395176;10106794;2.99%;2.98%;3.10%;3.00%;46361600;258;0;60449;82.39%;82.22%;82.77%;82.44%;82.14%;8239124;2053353;2061341;2068393;2056037;121.16;119.96;1.08;99;243;10;0;323480;0
MESI-blackscholes-4096-2-16.time;MESI;blackscholes;4096;2;16;16424371;16272826;17220196;16376480;17220196;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;5994057;5889550;6789858;5981576;1.40%;1.36%;1.70%;1.39%;2926112;447;0;36855;81.43%;81.13%;81.79%;81.30%;81.50%;8143022;2026190;2036945;2039883;2040004;352.01;350.13;1.85;99;149;11;0;302348;0
MESI-blackscholes-4096-2-2048.time;MESI;blackscholes;4096;2;2048;66004308;65721932;66150615;66020992;66150615;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;55573994;55338656;55720277;55626088;20.81%;20.78%;20.77%;20.79%;1127864320;211;0;569371;95.45%;95.28%;95.34%;95.73%;95.46%;9545244;2379433;2374399;2402034;2389378;172.25;171.14;1.04;99;197;13;0;331670;0
MESI-blackscholes-4096-2-256.time;MESI;blackscholes;4096;2;256;28565648;28442310;28787367;28571490;28787367;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;18135334;18059034;18357029;18176586;6.15%;6.14%;6.20%;6.15%;175595264;208;0;70004;84.24%;83.99%;84.34%;84.51%;84.13%;8424337;2097577;2100463;2120304;2105993;115.54;114.39;1.13;99;110;13;0;302322;0
MESI-blackscholes-4096-2-32.time;MESI;blackscholes;4096;2;32;16510988;16408708;17033953;16492430;17033953;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;6080674;6025432;6603615;6097526;1.43%;1.41%;1.62%;1.43%;5727072;319;0;31434;81.46%;81.18%;82.01%;81.35%;81.28%;8145828;2027395;2042544;2041225;2034664;210.26;207.90;1.15;99;193;7;0;331679;0
MESI-blackscholes-4096-2-4.time;MESI;blackscholes;4096;2;4;16488836;16258138;17826668;16373972;17826668;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;6058522;5874862;7396330;5979068;1.42%;1.35%;1.93%;1.38%;778936;702;0;42340;81.20%;80.79%;81.37%;81.30%;81.33%;8119751;2017598;2026453;2039929;2035771;1205.59;1203.90;1.37;99;1856;13;0;343301;0
MESI-blackscholes-4096-2-512.time;MESI;blackscholes;4096;2;512;40485989;40357111;40684036;40564776;40684036;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;30055675;29973835;30253698;30169872;10.80%;10.80%;10.82%;10.82%;657699328;210;0;203434;88.00%;88.18%;87.85%;88.01%;87.93%;8799574;2202173;2187997;2208309;2201095;132.14;130.99;1.10;99;125;11;0;308111;0
MESI-blackscholes-4096-2-64.time;MESI;blackscholes;4096;2;64;19183769;19076517;19549927;19187910;19549927;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;8753455;8693241;9119589;8793006;2.47%;2.46%;2.59%;2.48%;19286592;302;0;51187;81.73%;81.51%;82.28%;81.65%;81.50%;8173208;2035494;2049112;2048636;2039966;145.88;144.71;1.15;99;133;11;0;311601;0
MESI-blackscholes-4096-2-8.time;MESI;blackscholes;4096;2;8;16287759;16065072;17636130;16173316;17636130;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;5857445;5681796;7205792;5778412;1.34%;1.28%;1.86%;1.30%;1477320;682;0;40118;81.33%;80.99%;81.62%;81.32%;81.38%;8132883;2022702;2032835;2040276;2037070;694.28;691.34;1.67;99;531;11;0;331711;0
MESI-blackscholes-4096-256-16.time;MESI;blackscholes;4096;256;16;13818577;13667290;14601558;13749155;14601558;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;3388263;3284014;4171220;3354251;0.35%;0.31%;0.65%;0.34%;865296;450;0;12689;84.02%;80.16%;92.80%;81.24%;81.91%;8401557;2001922;2311089;2038263;2050283;2089.64;2086.31;2.30;99;651;10;0;302459;0
MESI-blackscholes-4096-32-16.time;MESI;blackscholes;4096;32;16;13826688;13669118;14606015;13752403;14606015;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;3396374;3285842;4175677;3357499;0.36%;0.31%;0.65%;0.34%;867792;452;0;12698;83.82%;80.16%;91.69%;81.29%;82.16%;8381760;2001930;2283555;2039651;2056624;453.25;450.91;2.30;99;255;11;0;302341;0
MESI-blackscholes-4096-4-16.time;MESI;blackscholes;4096;4;16;15715722;15563183;16506301;15663794;16506301;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;5285408;5179907;6075963;5268890;1.11%;1.08%;1.41%;1.10%;2237312;465;0;22343;81.19%;81.03%;81.44%;81.27%;81.04%;8119488;2023650;2028119;2039122;2028597;294.02;292.13;0.98;99;268;9;0;308842;0
MESI-blackscholes-4096-64-16.time;MESI;blackscholes;4096;64;16;13822913;13666715;14604176;13752011;14604176;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;3392599;3283439;4173838;3357107;0.35%;0.31%;0.65%;0.34%;866800;454;0;12708;83.76%;80.16%;91.76%;81.23%;81.91%;8375628;2001918;2285242;2038168;2050300;727.53;726.22;1.26;99;293;9;0;302850;0
MESI-blackscholes-4096-8-16.time;MESI;blackscholes;4096;8;16;14234191;14081843;15018085;14160018;15018085;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;3803877;3698567;4587747;3765114;0.52%;0.48%;0.82%;0.50%;1145088;409;0;13549;82.37%;81.02%;84.08%;81.27%;83.10%;8236550;2023306;2094090;2039152;2080002;268.02;266.61;1.36;99;431;7;0;328167;0
MESI-blackscholes-512-2-16.time;MESI;blackscholes;512;2;16;76389564;76183365;77231528;76556961;77231528;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;65959250;65800089;66801190;66162057;25.24%;25.24%;25.45%;25.26%;58648112;119;0;1135666;87.64%;87.68%;87.28%;87.81%;87.78%;8763639;2189634;2173607;2203247;2197151;360.56;359.24;1.21;99;299;10;0;331673;0
MESI-blackscholes-65536-2-16.time;MESI;blackscholes;65536;2;16;13495416;13407397;13850871;13428225;13850871;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;3065102;3024121;3420533;3033321;0.22%;0.20%;0.35%;0.20%;502768;1006;0;7047;83.56%;80.42%;80.41%;82.01%;91.40%;8356335;2008275;2002602;2057650;2287808;1618.25;1615.94;1.95;99;2328;11;0;323691;0
MESI-blackscholes-8192-2-16.time;MESI;blackscholes;8192;2;16;15346523;15205388;16096898;15272499;16096898;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;4916209;4822112;5666560;4877595;0.96%;0.93%;1.25%;0.94%;1858960;556;0;13969;81.54%;80.92%;81.32%;81.14%;82.78%;8154258;2020835;2025314;2035908;2072201;645.63;641.68;3.05;99;251;8;0;302369;0
MESI-bodytrack-1024-2-16.time;MESI;bodytrack;1024;2;16;56014907;56273127;19339841;56431934;56431934;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;38285653;39152582;1782964;39291821;10.68%;10.89%;14.11%;10.79%;21878368;592;0;284564;93.86%;94.06%;94.01%;82.88%;93.91%;9386155;3075796;3090254;97545;3122560;278.74;276.91;1.73;99;180;10;0;277612;0
MESI-bodytrack-128-2-16.time;MESI;bodytrack;128;2;16;106137819;106541077;22780515;108052248;108052248;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;88408565;89420532;5223638;90912135;26.00%;26.17%;43.32%;26.30%;55668848;55;0;843560;98.03%;97.92%;98.27%;93.91%;98.06%;9803312;3202181;3230281;110530;3260320;230.91;229.93;0.96;99;151;8;0;277666;0
MESI-bodytrack-16384-2-16.time;MESI;bodytrack;16384;2;16;37849634;37421458;18212798;37362204;37849634;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;20120380;20300913;655921;20222091;5.11%;5.16%;4.51%;5.04%;9909520;3101;0;109744;76.14%;71.36%;68.91%;78.92%;87.90%;7614419;2333564;2265374;92891;2922590;1479.39;1473.39;5.90;99;599;13;0;277659;0
MESI-bodytrack-2048-2-16.time;MESI;bodytrack;2048;2;16;46968780;46543750;18983751;46594651;46968780;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;29239526;29423205;1426874;29454538;7.92%;7.94%;11.09%;7.83%;15516128;1597;0;176296;83.44%;89.42%;89.71%;81.67%;71.42%;8343814;2924085;2948922;96128;2374679;372.16;370.42;1.36;99;501;10;0;312519;0
MESI-bodytrack-256-2-16.time;MESI;bodytrack;256;2;16;89672368;89723958;21457008;90963838;90963838;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;71943114;72603413;3900131;73823725;20.96%;21.05%;32.01%;21.17%;45535136;150;0;727013;96.41%;96.01%;96.74%;89.44%;96.72%;9640733;3139498;3179963;105267;3216005;226.84;224.07;1.31;99;277;8;0;310238;0
MESI-bodytrack-32768-2-16.time;MESI;bodytrack;32768;2;16;33584161;32958842;18149538;33031233;33584161;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;15854907;15838297;592661;15891120;3.77%;3.79%;3.92%;3.73%;7302624;4934;0;79940;71.88%;70.13%;68.95%;78.33%;76.28%;7188387;2293404;2266618;92196;2536169;2615.08;2612.35;2.29;99;4353;14;0;316308;0
MESI-bodytrack-4096-1-16.time;MESI;bodytrack;4096;1;16;45207847;45286099;18911307;45576398;45576398;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;27478593;28165554;1354430;28436285;7.37%;7.56%;10.47%;7.53%;14789104;1983;0;172187;86.45%;89.34%;86.23%;81.30%;84.00%;8644752;2921592;2834627;95688;2792845;473.98;472.41;1.51;99;897;7;0;312597;0
MESI-bodytrack-4096-128-16.time;MESI;bodytrack;4096;128;16;41308267;41126510;18689687;41008963;41308267;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;23579013;24005965;1132810;23868850;6.17%;6.29%;8.58%;6.15%;11930432;2517;0;122351;94.13%;92.59%;92.08%;80.73%;98.13%;9412529;3027862;3026835;95014;3262818;1482.65;1477.07;5.46;99;1246;8;0;277619;0
MESI-bodytrack-4096-16-16.time;MESI;bodytrack;4096;16;16;41411686;41220264;18692009;41133132;41411686;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;23682432;24099719;1135132;23993019;6.21%;6.32%;8.60%;6.18%;11992080;2566;0;123031;92.19%;92.60%;86.12%;80.65%;98.18%;9218878;3028273;2831118;94919;3264568;676.25;674.54;1.57;99;1164;9;0;313055;0
MESI-bodytrack-4096-2-1024.time;MESI;bodytrack;4096;2;1024;63009297;61507902;19383471;62261330;63009297;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;45280043;44387357;1826594;45121217;12.47%;12.12%;14.25%;12.20%;1453370368;2659;0;190412;86.94%;85.79%;87.19%;85.58%;87.86%;8693562;2805429;2866129;100729;2921275;153.34;152.12;1.20;99;94;7;0;277608;0
MESI-bodytrack-4096-2-128.time;MESI;bodytrack;4096;2;128;40486810;39313985;18620503;40057208;40486810;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;22757556;22193440;1063626;22917095;5.94%;5.73%;7.98%;5.87%;82712448;612;0;58904;85.29%;83.96%;88.21%;81.02%;83.86%;8528899;2745456;2899766;95359;2788318;144.78;143.47;1.27;99;99;8;0;277610;0
MESI-bodytrack-4096-2-16.time;MESI;bodytrack;4096;2;16;42808616;42301745;18767315;42325196;42808616;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;25079362;25181200;1210438;25185083;6.64%;6.65%;9.24%;6.55%;12813312;2105;0;136517;84.59%;85.73%;80.16%;80.55%;87.97%;8458526;2803563;2635099;94808;2925056;600.70;597.88;2.75;99;355;10;0;277619;0
MESI-bodytrack-4096-2-2048.time;MESI;bodytrack;4096;2;2048;80135374;79478414;20102491;80692824;80692824;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;62406120;62357869;2545614;63552711;17.87%;17.61%;20.08%;17.74%;88340480;2503;0;277501;92.60%;95.02%;92.08%;90.87%;90.77%;9259521;3107405;3027045;106951;3018120;177.43;175.82;1.55;99;173;10;0;292531;0
